,longitude,latitude,season,thetao
81,105.16668701171876,-1.4166641235351562,MAM,30.154825
82,105.25,-2.3333282470703125,MAM,30.29535
83,105.25,-2.25,MAM,30.078957
84,105.25,-2.166664123535156,MAM,30.116882
85,105.25,-2.0833282470703125,MAM,30.455088
86,105.25,-1.916664123535156,MAM,30.483957
87,105.25,-1.8333282470703125,MAM,30.313961
88,105.25,-1.75,MAM,30.11373
89,105.25,-1.6666641235351562,MAM,30.117601
90,105.25,-1.5833282470703125,MAM,30.144413
91,105.25,-1.5,MAM,30.166603
92,105.25,-1.4166641235351562,MAM,30.16527
93,105.33334350585938,-2.3333282470703125,MAM,30.223612
94,105.33334350585938,-2.25,MAM,30.087162
95,105.33334350585938,-2.166664123535156,MAM,30.288727
96,105.33334350585938,-1.8333282470703125,MAM,30.42476
97,105.33334350585938,-1.75,MAM,30.289284
98,105.33334350585938,-1.6666641235351562,MAM,30.16683
99,105.33334350585938,-1.5833282470703125,MAM,30.172525
100,105.33334350585938,-1.5,MAM,30.156939
101,105.33334350585938,-1.4166641235351562,MAM,30.14097
102,105.41668701171876,-2.3333282470703125,MAM,30.219095
103,105.41668701171876,-2.25,MAM,30.087301
104,105.41668701171876,-2.166664123535156,MAM,30.324745
105,105.41668701171876,-1.5833282470703125,MAM,30.382978
106,105.41668701171876,-1.5,MAM,30.189667
107,105.41668701171876,-1.4166641235351562,MAM,30.122118
108,105.5,-2.3333282470703125,MAM,30.188347
109,105.5,-2.25,MAM,30.067131
110,105.5,-2.166664123535156,MAM,30.338768
111,105.5,-1.5833282470703125,MAM,30.566444
112,105.5,-1.5,MAM,30.251316
113,105.5,-1.4166641235351562,MAM,30.113848
114,105.58334350585938,-2.5833282470703125,MAM,30.447828
115,105.58334350585938,-2.5,MAM,30.336266
116,105.58334350585938,-2.416664123535156,MAM,30.299028
117,105.58334350585938,-2.3333282470703125,MAM,30.156101
118,105.58334350585938,-2.25,MAM,30.092491
119,105.58334350585938,-2.166664123535156,MAM,30.360647
120,105.58334350585938,-1.5833282470703125,MAM,30.639482
121,105.58334350585938,-1.5,MAM,30.342665
122,105.58334350585938,-1.4166641235351562,MAM,30.118843
123,105.66668701171876,-2.666664123535156,MAM,30.452446
124,105.66668701171876,-2.5833282470703125,MAM,30.347971
125,105.66668701171876,-2.5,MAM,30.178219
126,105.66668701171876,-2.416664123535156,MAM,30.11457
127,105.66668701171876,-2.3333282470703125,MAM,30.114841
128,105.66668701171876,-2.25,MAM,30.12164
129,105.66668701171876,-2.166664123535156,MAM,30.405571
130,105.66668701171876,-1.75,MAM,30.95343
131,105.66668701171876,-1.6666641235351562,MAM,30.879961
132,105.66668701171876,-1.5833282470703125,MAM,30.680637
133,105.66668701171876,-1.5,MAM,30.356934
134,105.66668701171876,-1.4166641235351562,MAM,30.102804
135,105.75,-2.666664123535156,MAM,30.40982
136,105.75,-2.5833282470703125,MAM,30.144043
137,105.75,-2.5,MAM,30.138424
138,105.75,-2.416664123535156,MAM,30.136915
139,105.75,-2.3333282470703125,MAM,30.240793
140,105.75,-2.25,MAM,30.31652
141,105.75,-2.166664123535156,MAM,30.521383
142,105.75,-1.75,MAM,30.972025
143,105.75,-1.6666641235351562,MAM,30.94162
144,105.75,-1.5833282470703125,MAM,30.836887
145,105.75,-1.5,MAM,30.4385
146,105.75,-1.4166641235351562,MAM,30.093096
147,105.83334350585938,-3.5833282470703125,MAM,30.653572
148,105.83334350585938,-3.5,MAM,30.636051
149,105.83334350585938,-2.916664123535156,MAM,30.212551
150,105.83334350585938,-2.8333282470703125,MAM,30.122458
151,105.83334350585938,-2.75,MAM,30.199419
152,105.83334350585938,-2.666664123535156,MAM,30.237648
153,105.83334350585938,-2.5833282470703125,MAM,30.147623
154,105.83334350585938,-2.5,MAM,30.417946
155,105.83334350585938,-2.416664123535156,MAM,30.400248
156,105.83334350585938,-2.3333282470703125,MAM,30.513065
157,105.83334350585938,-2.25,MAM,30.536913
158,105.83334350585938,-2.166664123535156,MAM,30.657627
159,105.83334350585938,-1.5,MAM,30.383324
160,105.83334350585938,-1.4166641235351562,MAM,30.073826
161,105.91668701171876,-3.5833282470703125,MAM,30.532162
162,105.91668701171876,-3.5,MAM,30.502798
163,105.91668701171876,-3.416664123535156,MAM,30.52349
164,105.91668701171876,-2.916664123535156,MAM,30.213064
165,105.91668701171876,-2.8333282470703125,MAM,30.218636
166,105.91668701171876,-2.75,MAM,30.438883
167,105.91668701171876,-2.666664123535156,MAM,30.387217
168,105.91668701171876,-2.5833282470703125,MAM,30.45419
169,105.91668701171876,-2.5,MAM,30.534122
170,105.91668701171876,-1.5,MAM,30.39716
171,105.91668701171876,-1.4166641235351562,MAM,30.041039
172,106.0,-3.5833282470703125,MAM,30.459988
173,106.0,-3.5,MAM,30.39642
174,106.0,-3.416664123535156,MAM,30.294699
175,106.0,-3.3333282470703125,MAM,30.377289
176,106.0,-3.0,MAM,30.257175
177,106.0,-2.916664123535156,MAM,30.157387
178,106.0,-2.8333282470703125,MAM,30.198814
179,106.0,-1.5833282470703125,MAM,30.353956
180,106.0,-1.5,MAM,30.16207
181,106.0,-1.4166641235351562,MAM,29.985483
182,106.08334350585938,-3.5833282470703125,MAM,30.46504
183,106.08334350585938,-3.5,MAM,30.406647
184,106.08334350585938,-3.416664123535156,MAM,30.372536
185,106.08334350585938,-3.3333282470703125,MAM,30.422869
186,106.08334350585938,-3.25,MAM,30.385447
187,106.08334350585938,-3.166664123535156,MAM,30.355967
188,106.08334350585938,-3.0833282470703125,MAM,30.28516
189,106.08334350585938,-3.0,MAM,30.189283
190,106.08334350585938,-2.916664123535156,MAM,30.197506
191,106.08334350585938,-2.8333282470703125,MAM,30.427483
192,106.08334350585938,-1.75,MAM,30.610487
193,106.08334350585938,-1.6666641235351562,MAM,30.37837
194,106.08334350585938,-1.5833282470703125,MAM,30.167118
195,106.08334350585938,-1.5,MAM,30.008488
196,106.08334350585938,-1.4166641235351562,MAM,29.90203
197,106.16668701171876,-3.5833282470703125,MAM,30.366734
198,106.16668701171876,-3.5,MAM,30.307228
199,106.16668701171876,-3.416664123535156,MAM,30.316704
200,106.16668701171876,-3.3333282470703125,MAM,30.376047
201,106.16668701171876,-3.25,MAM,30.322365
202,106.16668701171876,-3.166664123535156,MAM,30.306627
203,106.16668701171876,-3.0833282470703125,MAM,30.228075
204,106.16668701171876,-3.0,MAM,30.165121
205,106.16668701171876,-2.916664123535156,MAM,30.191366
206,106.16668701171876,-2.166664123535156,MAM,30.705614
207,106.16668701171876,-2.0833282470703125,MAM,30.648119
208,106.16668701171876,-2.0,MAM,30.559683
209,106.16668701171876,-1.916664123535156,MAM,30.469421
210,106.16668701171876,-1.8333282470703125,MAM,30.404514
211,106.16668701171876,-1.75,MAM,30.28636
212,106.16668701171876,-1.6666641235351562,MAM,30.101912
213,106.16668701171876,-1.5833282470703125,MAM,30.03762
214,106.16668701171876,-1.5,MAM,29.930277
215,106.16668701171876,-1.4166641235351562,MAM,29.872519
216,106.25,-3.5833282470703125,MAM,30.317549
217,106.25,-3.5,MAM,30.313364
218,106.25,-3.416664123535156,MAM,30.335249
219,106.25,-3.3333282470703125,MAM,30.353685
220,106.25,-3.25,MAM,30.290672
221,106.25,-3.166664123535156,MAM,30.247572
222,106.25,-3.0833282470703125,MAM,30.19219
223,106.25,-3.0,MAM,30.186388
224,106.25,-2.916664123535156,MAM,30.271175
225,106.25,-2.3333282470703125,MAM,30.669037
226,106.25,-2.25,MAM,30.566612
227,106.25,-2.166664123535156,MAM,30.530281
228,106.25,-2.0833282470703125,MAM,30.384888
229,106.25,-2.0,MAM,30.311333
230,106.25,-1.916664123535156,MAM,30.215946
231,106.25,-1.8333282470703125,MAM,30.113665
232,106.25,-1.75,MAM,30.075674
233,106.25,-1.6666641235351562,MAM,29.9804
234,106.25,-1.5833282470703125,MAM,29.974478
235,106.25,-1.5,MAM,29.875832
236,106.25,-1.4166641235351562,MAM,29.832506
237,106.33334350585938,-3.5833282470703125,MAM,30.287567
238,106.33334350585938,-3.5,MAM,30.266031
239,106.33334350585938,-3.416664123535156,MAM,30.284885
240,106.33334350585938,-3.3333282470703125,MAM,30.319641
241,106.33334350585938,-3.25,MAM,30.270142
242,106.33334350585938,-3.166664123535156,MAM,30.25585
243,106.33334350585938,-3.0833282470703125,MAM,30.250397
244,106.33334350585938,-3.0,MAM,30.338287
245,106.33334350585938,-2.916664123535156,MAM,30.41813
246,106.33334350585938,-2.416664123535156,MAM,30.699572
247,106.33334350585938,-2.3333282470703125,MAM,30.593178
248,106.33334350585938,-2.25,MAM,30.434225
249,106.33334350585938,-2.166664123535156,MAM,30.316643
250,106.33334350585938,-2.0833282470703125,MAM,30.21243
251,106.33334350585938,-2.0,MAM,30.148586
252,106.33334350585938,-1.916664123535156,MAM,30.097023
253,106.33334350585938,-1.8333282470703125,MAM,30.051605
254,106.33334350585938,-1.75,MAM,30.004381
255,106.33334350585938,-1.6666641235351562,MAM,29.929047
256,106.33334350585938,-1.5833282470703125,MAM,29.893847
257,106.33334350585938,-1.5,MAM,29.834024
258,106.33334350585938,-1.4166641235351562,MAM,29.795614
259,106.41668701171876,-3.5833282470703125,MAM,30.237104
260,106.41668701171876,-3.5,MAM,30.230839
261,106.41668701171876,-3.416664123535156,MAM,30.2445
262,106.41668701171876,-3.3333282470703125,MAM,30.242476
263,106.41668701171876,-3.25,MAM,30.23549
264,106.41668701171876,-3.166664123535156,MAM,30.242405
265,106.41668701171876,-3.0833282470703125,MAM,30.398228
266,106.41668701171876,-3.0,MAM,30.49438
267,106.41668701171876,-2.5,MAM,30.749268
268,106.41668701171876,-2.416664123535156,MAM,30.629568
269,106.41668701171876,-2.3333282470703125,MAM,30.502298
270,106.41668701171876,-2.25,MAM,30.380144
271,106.41668701171876,-2.166664123535156,MAM,30.22918
272,106.41668701171876,-2.0833282470703125,MAM,30.115395
273,106.41668701171876,-2.0,MAM,30.054548
274,106.41668701171876,-1.916664123535156,MAM,29.992807
275,106.41668701171876,-1.8333282470703125,MAM,29.925568
276,106.41668701171876,-1.75,MAM,29.920956
277,106.41668701171876,-1.6666641235351562,MAM,29.856554
278,106.41668701171876,-1.5833282470703125,MAM,29.835558
279,106.41668701171876,-1.5,MAM,29.795143
280,106.41668701171876,-1.4166641235351562,MAM,29.767168
281,106.5,-3.5833282470703125,MAM,30.191532
282,106.5,-3.5,MAM,30.170847
283,106.5,-3.416664123535156,MAM,30.188774
284,106.5,-3.3333282470703125,MAM,30.169277
285,106.5,-3.25,MAM,30.16691
286,106.5,-3.166664123535156,MAM,30.201681
287,106.5,-3.0833282470703125,MAM,30.592377
288,106.5,-2.5,MAM,30.677097
289,106.5,-2.416664123535156,MAM,30.490784
290,106.5,-2.3333282470703125,MAM,30.40503
291,106.5,-2.25,MAM,30.282999
292,106.5,-2.166664123535156,MAM,30.135946
293,106.5,-2.0833282470703125,MAM,30.0288
294,106.5,-2.0,MAM,29.961586
295,106.5,-1.916664123535156,MAM,29.904202
296,106.5,-1.8333282470703125,MAM,29.87034
297,106.5,-1.75,MAM,29.854696
298,106.5,-1.6666641235351562,MAM,29.806658
299,106.5,-1.5833282470703125,MAM,29.796286
300,106.5,-1.5,MAM,29.772509
301,106.5,-1.4166641235351562,MAM,29.744127
302,106.58334350585938,-3.5833282470703125,MAM,30.14841
303,106.58334350585938,-3.5,MAM,30.135817
304,106.58334350585938,-3.416664123535156,MAM,30.140541
305,106.58334350585938,-3.3333282470703125,MAM,30.131294
306,106.58334350585938,-3.25,MAM,30.139914
307,106.58334350585938,-3.166664123535156,MAM,30.256344
308,106.58334350585938,-3.0833282470703125,MAM,30.687273
309,106.58334350585938,-2.5,MAM,30.586168
310,106.58334350585938,-2.416664123535156,MAM,30.39246
311,106.58334350585938,-2.3333282470703125,MAM,30.252554
312,106.58334350585938,-2.25,MAM,30.137886
313,106.58334350585938,-2.166664123535156,MAM,30.029633
314,106.58334350585938,-2.0833282470703125,MAM,29.954746
315,106.58334350585938,-2.0,MAM,29.892792
316,106.58334350585938,-1.916664123535156,MAM,29.85753
317,106.58334350585938,-1.8333282470703125,MAM,29.830824
318,106.58334350585938,-1.75,MAM,29.802547
319,106.58334350585938,-1.6666641235351562,MAM,29.771616
320,106.58334350585938,-1.5833282470703125,MAM,29.773172
321,106.58334350585938,-1.5,MAM,29.748169
322,106.58334350585938,-1.4166641235351562,MAM,29.726494
323,106.66668701171876,-3.5833282470703125,MAM,30.105356
324,106.66668701171876,-3.5,MAM,30.10274
325,106.66668701171876,-3.416664123535156,MAM,30.068596
326,106.66668701171876,-3.3333282470703125,MAM,30.056824
327,106.66668701171876,-3.25,MAM,30.043465
328,106.66668701171876,-3.166664123535156,MAM,30.089518
329,106.66668701171876,-2.916664123535156,MAM,31.106201
330,106.66668701171876,-2.8333282470703125,MAM,30.916142
331,106.66668701171876,-2.75,MAM,30.879276
332,106.66668701171876,-2.666664123535156,MAM,30.865543
333,106.66668701171876,-2.5,MAM,30.497324
334,106.66668701171876,-2.416664123535156,MAM,30.240356
335,106.66668701171876,-2.3333282470703125,MAM,30.087673
336,106.66668701171876,-2.25,MAM,30.00218
337,106.66668701171876,-2.166664123535156,MAM,29.950483
338,106.66668701171876,-2.0833282470703125,MAM,29.902775
339,106.66668701171876,-2.0,MAM,29.853577
340,106.66668701171876,-1.916664123535156,MAM,29.816938
341,106.66668701171876,-1.8333282470703125,MAM,29.788792
342,106.66668701171876,-1.75,MAM,29.767677
343,106.66668701171876,-1.6666641235351562,MAM,29.756735
344,106.66668701171876,-1.5833282470703125,MAM,29.746853
345,106.66668701171876,-1.5,MAM,29.723185
346,106.66668701171876,-1.4166641235351562,MAM,29.721666
